user_id,state,device_type,app_section,experience_rating,feedback_tag,session_duration_sec,is_crash
1402107f-3c10-4328-ba6e-1bd554bb5432,Karnataka,iOS,Home,5,Great UI,141,0
90d1e4b5-2e35-4425-934b-77b151eaa7fa,Uttar Pradesh,Android,Search,5,Confusing,226,1
d0414d00-92a2-4857-a3b9-54c1d8633669,Maharashtra,iOS,Settings,3,Helpful,539,0
8c4c7141-fc55-454d-bff0-3045c0468621,Maharashtra,Android,Home,3,Slow Loading,577,0
4442b9b3-3a46-4203-9311-10dbe0fbcc9f,Maharashtra,Android,Home,1,Easy to Use,79,1
27bbe1d0-4294-4d9a-a5ca-1a211e40f054,Delhi,Android,Notifications,2,Buggy,507,0
dcd822bf-6e6e-4b5c-81aa-048dd81bd009,Maharashtra,iOS,Profile,4,Confusing,204,0
a2cd04df-f86d-494d-b7b4-c0d7cd5d19da,Tamil Nadu,iOS,Settings,4,Helpful,65,0
db121075-3609-446f-81fd-2c8c70fe70c7,Karnataka,Android,Settings,3,Crash,264,0
1d375250-14ab-4fbb-8f34-f3d2a8a3e20b,Uttar Pradesh,iOS,Profile,4,Great UI,295,0
a342bce1-2668-4d7e-b3e8-6503cfdc6293,Karnataka,iOS,Notifications,1,Slow Loading,563,0
4401484a-5478-4bb5-bf91-84fb82b5fe31,Karnataka,Android,Profile,4,Helpful,502,0
58926c5a-8dbf-4e7d-af32-82eff4fb61f1,Tamil Nadu,Android,Profile,4,Slow Loading,409,0
f49ed632-fd2f-425c-a919-a195534d7083,Tamil Nadu,iOS,Settings,5,Helpful,168,0
5d10a1cb-d999-4ec7-af43-1ae44d93ea71,Maharashtra,Android,Notifications,5,Slow Loading,331,0
e9dec5ef-fb49-4550-b748-ce4c43ded222,Uttar Pradesh,iOS,Notifications,5,Great UI,68,1
c107a2d6-f1a7-41cb-9f8a-8da74337d189,Karnataka,Android,Home,5,Crash,250,0
ed62c005-0d99-412f-adcf-79dc05c2eced,Uttar Pradesh,Android,Notifications,5,Slow Loading,93,0
a9de8672-a182-480f-b586-42f186512cce,Uttar Pradesh,iOS,Search,2,Feature-Rich,254,0
22212c97-6828-479d-8a9b-fa7685bfe695,Maharashtra,iOS,Settings,3,Crash,19,0
d390ce82-8feb-4727-a15a-57b36e6a536b,Uttar Pradesh,Android,Home,5,Easy to Use,528,0
29a747f5-1fb4-4910-9103-fa5d0a1d90e4,Delhi,Android,Profile,3,Buggy,171,0
8b72a0d0-47d5-454d-952c-6aaee82ff3cc,Uttar Pradesh,iOS,Notifications,5,Slow Loading,577,0
777a33fc-7cc3-40a4-a351-4b11752b9fe3,Karnataka,Android,Search,1,Crash,576,0
5887da80-586f-4ad5-a301-c9579baf5d81,Delhi,Android,Search,2,Buggy,527,0
a121af21-8b45-48b1-9d27-fcaa18d3ffa3,Karnataka,Android,Settings,3,Slow Loading,13,0
19fdb214-432b-48f0-9666-4f7e71e74e9a,Maharashtra,iOS,Profile,4,Confusing,584,0
536f72fa-5dc9-4c27-a02d-209ad1427a23,Karnataka,Android,Notifications,1,Feature-Rich,575,0
aa6dddd1-981d-47f0-9161-89277ef8bcb8,Maharashtra,Android,Search,3,Slow Loading,376,0
97ad209f-4717-418d-b933-0d28ebb43df1,Maharashtra,Android,Search,5,Confusing,168,1
07c3ffd0-668b-4ebf-9e99-8057bf52e554,Maharashtra,Android,Profile,4,Slow Loading,193,0
7cd416c2-0503-401f-8bba-ec9f63759d3d,Delhi,iOS,Profile,3,Great UI,120,0
d88a2820-873f-4d9e-83da-445ac6339237,Karnataka,iOS,Profile,2,Helpful,368,0
1c04f0ee-ed20-4f18-9d27-62f2963bf443,Maharashtra,Android,Home,2,Confusing,346,0
066cdb14-d45a-490a-9cce-b0fe83207776,Karnataka,iOS,Search,5,Confusing,559,0
0e24e03d-51d2-47d9-bdb2-0d76e6df9b2d,Karnataka,Android,Search,2,Buggy,49,0
d4d4ccb0-1b91-428d-851d-b3414a9939c0,Tamil Nadu,iOS,Search,4,Crash,404,0
3f4f2321-3c32-4ac8-8952-93e5b281a708,Maharashtra,iOS,Home,4,Slow Loading,542,1
730f4ad3-b14b-47b5-9844-b1ac68e3a9c9,Uttar Pradesh,Android,Search,4,Crash,348,0
d6070710-0765-4169-b980-0e4d1f5a1ffc,Karnataka,iOS,Notifications,3,Confusing,344,0
ebfee654-4212-46a6-8564-20ce46607fee,Delhi,Android,Profile,4,Confusing,188,0
f4064855-14a9-49b0-af50-5634b18ac171,Delhi,iOS,Notifications,1,Buggy,303,0
af55354a-d961-4b7f-af61-c62052ee372f,Uttar Pradesh,iOS,Settings,4,Helpful,228,0
775db571-eab5-48ee-9fc9-a3ca98931621,Maharashtra,Android,Search,5,Feature-Rich,105,0
5e4a60fa-6de4-443d-bf75-1c8fce696db1,Maharashtra,iOS,Profile,2,Great UI,35,0
032a1d9a-5107-41cf-8497-4547f6380fbb,Tamil Nadu,Android,Settings,4,Easy to Use,403,0
5199f46a-cd67-4c63-a84f-4a78599a0954,Maharashtra,Android,Home,1,Confusing,234,0
538cf156-4f3a-4f69-b030-f1f8242b1ed1,Uttar Pradesh,iOS,Home,5,Easy to Use,134,0
7005c308-1b0b-4867-9f06-eea53f6fa7ac,Tamil Nadu,iOS,Settings,5,Confusing,571,0
34814976-62f6-4a1b-966c-b8cb91b944d9,Maharashtra,iOS,Settings,3,Easy to Use,293,0
f554f0ea-8d9f-406e-bd6e-df8d936fba6f,Uttar Pradesh,iOS,Profile,3,Helpful,89,0
882be790-7dfe-48d3-ab9d-3f6543c86e5b,Maharashtra,iOS,Search,3,Crash,151,0
633e7741-0219-4eb7-abab-e9900c15701a,Tamil Nadu,Android,Profile,1,Confusing,427,0
2893e06b-fb1f-46e8-acf3-d7dd57c7e073,Tamil Nadu,iOS,Home,2,Confusing,408,1
9a1ee729-07dc-4e0e-a00d-172e9673e548,Uttar Pradesh,Android,Notifications,4,Helpful,16,1
f946737b-fbed-469e-9bf4-1c8dad60d9e9,Delhi,iOS,Settings,5,Easy to Use,509,0
b9b78054-eaa0-4256-9400-694afb6fd004,Tamil Nadu,iOS,Home,4,Feature-Rich,424,0
695ea00b-b4fa-4d7a-a186-694c40b479e0,Tamil Nadu,Android,Notifications,5,Slow Loading,413,0
d95d50a2-3d79-404a-be5b-ab14891d0a52,Karnataka,Android,Settings,2,Helpful,196,0
0f645482-b9f7-477c-b4b5-af6051e0dd1e,Tamil Nadu,iOS,Profile,4,Feature-Rich,355,0
031e11f3-bd13-476c-904e-5e1a226d0173,Tamil Nadu,iOS,Settings,3,Crash,491,0
39eb8704-a88b-4f01-9196-c70fc99025e3,Uttar Pradesh,Android,Search,2,Crash,51,0
0058851a-0059-4659-9204-aeddbcdbd135,Maharashtra,Android,Home,5,Great UI,254,0
058d9773-b3d5-4f81-986e-794230d741f2,Karnataka,Android,Settings,3,Feature-Rich,181,0
3835668a-40cc-4cbb-8465-b2edc664d366,Karnataka,Android,Search,1,Slow Loading,329,0
d99ba78e-f3d5-45bb-a8e6-375ba9e44f39,Tamil Nadu,iOS,Profile,1,Easy to Use,114,0
85a22b87-f57b-4302-a988-049796273bd5,Delhi,Android,Notifications,1,Feature-Rich,555,0
faf0ca65-48bc-45e1-a258-ee859340bb8f,Delhi,Android,Notifications,3,Slow Loading,440,0
3b9584c6-b02a-430c-ab3d-5a22be0b9ec4,Karnataka,iOS,Search,4,Great UI,455,0
ce70dd77-25c4-4251-9d58-cd2f9cce4fb8,Uttar Pradesh,iOS,Notifications,5,Helpful,486,0
38b2da79-cb19-4f3f-823c-a3b039d3547b,Uttar Pradesh,iOS,Search,2,Crash,295,0
ed5d0049-cd99-4a0e-a66e-0f79bcce257e,Maharashtra,iOS,Notifications,5,Confusing,354,0
ff2e029d-c691-4ec1-a7d1-ca17d9ebf6d2,Delhi,Android,Settings,2,Feature-Rich,274,0
cba82556-d7c3-470a-8b81-01a6930fe018,Uttar Pradesh,iOS,Notifications,1,Easy to Use,97,0
e6f4c9c3-0742-4d95-964d-daba75f28242,Tamil Nadu,iOS,Notifications,2,Helpful,512,0
be87e996-bf9e-4503-b6dc-ecd18aff143c,Karnataka,Android,Search,2,Confusing,259,0
b6a4ba73-8ea7-469d-8426-70b4ef96c5a7,Uttar Pradesh,iOS,Settings,5,Feature-Rich,445,1
5b005f26-729b-49a7-938a-8ae055a2aa86,Uttar Pradesh,iOS,Search,4,Buggy,323,0
135f421b-bbaa-4910-8c20-ede9f1ead20a,Karnataka,Android,Search,1,Great UI,206,0
ce705c76-bef7-4326-bfbc-7ee1f62951d8,Tamil Nadu,iOS,Notifications,5,Buggy,112,0
70ea77b8-afa5-49f7-8abc-4ccf31813fd3,Delhi,Android,Search,2,Buggy,24,0
16ade1cd-6a37-49dc-95f8-9b7590c425ef,Maharashtra,iOS,Home,1,Buggy,139,0
517ff315-8973-4f11-b360-a23405c0c69e,Tamil Nadu,Android,Home,5,Buggy,490,0
35e265cc-1ab4-4ae0-89d2-93883495d6c3,Delhi,Android,Home,3,Helpful,126,0
63a937a8-2338-4221-b965-3beb75994380,Tamil Nadu,iOS,Home,5,Slow Loading,165,0
5d4adc14-d60e-41d9-b00d-19cd0e5519b4,Uttar Pradesh,iOS,Home,2,Crash,581,0
80eb8e67-fba9-40fc-bf3d-c78566adf8f8,Uttar Pradesh,Android,Notifications,4,Helpful,463,0
0ac47a70-06e3-4b0b-a9a3-30f4c8b99542,Uttar Pradesh,iOS,Search,5,Slow Loading,111,1
8ad97f5f-7b32-4938-a6fb-2802eaae2cd9,Maharashtra,Android,Search,1,Great UI,255,0
6e5963ac-bc7c-4b51-8867-3128c6fee258,Karnataka,Android,Home,4,Helpful,491,0
4c15f129-677f-48e2-bd84-0ac889952b5b,Maharashtra,iOS,Search,4,Crash,249,1
ea2164ef-03c7-4806-8221-9e8763e811b6,Uttar Pradesh,Android,Settings,1,Easy to Use,162,1
109a0130-ebba-4ddd-8af4-cec0691c9993,Maharashtra,Android,Home,2,Buggy,592,1
9a3d1e11-7cd7-4b88-b46b-85a0357402c4,Tamil Nadu,Android,Settings,3,Confusing,288,0
554dc82f-f3b3-4ad3-b428-6129f4346dad,Tamil Nadu,iOS,Home,5,Slow Loading,452,0
edc20f44-8bbf-473b-a679-711593f2512a,Uttar Pradesh,iOS,Home,1,Easy to Use,599,0
ded1457f-e3e8-45cb-b3e2-4cec0e2f0c38,Karnataka,iOS,Notifications,1,Great UI,491,0
12811386-132e-4699-a988-4f6539683c1e,Tamil Nadu,iOS,Profile,5,Confusing,513,1
689c588e-e8ae-4655-9c9d-59b35e068e28,Tamil Nadu,iOS,Settings,3,Feature-Rich,117,0
f2e72aa1-e66e-46c6-b99c-9e2224fb03cb,Delhi,iOS,Settings,3,Confusing,573,0
ead00661-21c6-4bff-b728-a01b6e9e9e59,Karnataka,iOS,Search,3,Crash,423,0
890fdfaf-ecf3-4284-9cdd-7b8ba8950196,Karnataka,iOS,Settings,1,Easy to Use,540,0
f83fa439-4685-4e52-bbdf-f47f64f1ee10,Tamil Nadu,iOS,Home,2,Buggy,572,0
adb7602c-6ce4-4c70-b267-5fa66b9001fc,Delhi,iOS,Settings,1,Slow Loading,255,0
ae2fbfa8-4bbf-4d43-859f-f45a613dca18,Delhi,Android,Notifications,4,Crash,240,1
9b4e0e51-d442-44d5-af76-fc4ef8d80c9a,Karnataka,iOS,Home,2,Helpful,308,0
719568f1-ca03-4573-8031-285247efac34,Delhi,iOS,Settings,4,Easy to Use,477,0
2dcffc4f-35c4-4e19-9441-83181374299e,Tamil Nadu,Android,Notifications,5,Great UI,81,0
d7692588-70fa-4b12-ae3b-fb14245cebcc,Tamil Nadu,iOS,Notifications,3,Slow Loading,299,0
ff1a1823-bf83-4b34-8313-58eb63648b16,Uttar Pradesh,iOS,Profile,4,Helpful,363,0
2d5e4cb7-8152-41e6-bcef-04ccb9ddf799,Uttar Pradesh,iOS,Settings,3,Easy to Use,254,0
5596c37f-4638-44c8-8381-47047ea3718f,Maharashtra,iOS,Home,3,Helpful,400,0
1f4bd695-acb5-48dd-ac21-f7eaa5ee6ad7,Maharashtra,iOS,Home,2,Feature-Rich,112,0
b5f57a9e-71b9-4f99-be15-7b937ee8cb6a,Tamil Nadu,Android,Notifications,4,Slow Loading,157,0
dca389df-10bb-4b83-9c39-06998ac7e6a1,Maharashtra,Android,Settings,3,Feature-Rich,417,0
6841333b-aebf-4140-a685-5ed9b2e598e2,Delhi,iOS,Search,4,Slow Loading,80,0
725eaf34-ae74-4a62-b509-b3468f99d338,Delhi,Android,Home,4,Crash,112,0
a25e7e08-a314-4c86-9b9e-5e45fb09cdc9,Delhi,Android,Home,3,Slow Loading,310,0
05cde0a9-afc0-4d2c-b499-21d6363fe141,Tamil Nadu,Android,Profile,5,Confusing,589,0
14cf0cac-443f-4925-ab2c-8106256392fc,Maharashtra,Android,Profile,1,Confusing,256,0
89f998f9-bccb-4c5a-bf17-97cba892cbfb,Uttar Pradesh,Android,Profile,4,Buggy,480,0
da6da86d-4d65-41f6-8eb6-3f4101374d7a,Karnataka,iOS,Search,5,Great UI,85,0
d002abd8-a699-465e-8be7-06126802d970,Delhi,iOS,Settings,3,Helpful,319,0
a94fc2ec-f355-42af-8fc0-ea37ed5c4042,Tamil Nadu,iOS,Home,2,Confusing,595,0
fda5aad9-2275-45b7-8d14-579e47865ad2,Delhi,iOS,Home,4,Buggy,18,0
9e3a4d7f-41ea-4d13-b8ed-8cc20c589ec3,Karnataka,iOS,Search,2,Feature-Rich,234,0
ffc7fa79-f86a-4d17-8c59-5bfd544d6fb4,Uttar Pradesh,iOS,Profile,1,Slow Loading,326,0
8e0ba66e-f2cd-4c33-8ed4-40036142abad,Karnataka,iOS,Profile,1,Buggy,344,0
2e499e51-4894-4319-b29c-55c793291c43,Maharashtra,Android,Profile,5,Feature-Rich,553,0
8dcd7657-7692-484c-bf0e-d66d5f81ef21,Delhi,Android,Search,4,Buggy,356,0
31889fa6-3c16-4a0b-bf40-638b89c30d5b,Tamil Nadu,Android,Profile,2,Confusing,580,0
150bf7d7-1feb-4b82-874d-4112e612a3c6,Tamil Nadu,Android,Search,5,Crash,475,0
9a6b26f9-1a2e-488a-a8f6-21d93e00f4c9,Delhi,iOS,Search,1,Easy to Use,492,0
d6910627-e43b-430b-970b-d9dd5682bc4d,Uttar Pradesh,iOS,Notifications,2,Crash,485,1
54afa76e-f856-4d99-9fd5-9a79bb2da92d,Delhi,iOS,Home,2,Slow Loading,48,0
729a2cd4-27b7-4bd4-85cc-4faddcc1a720,Tamil Nadu,Android,Home,2,Great UI,407,0
b4dec9e9-0003-4c7d-97cb-47c32fefb2e1,Uttar Pradesh,iOS,Notifications,2,Confusing,111,0
63372353-a973-4f21-bc43-08af7c5d53d3,Uttar Pradesh,iOS,Search,1,Feature-Rich,232,0
3076bbf6-6eaa-40d0-8d8e-66ccfe7dd258,Maharashtra,iOS,Home,3,Feature-Rich,72,0
406e4402-d469-4d00-9682-bdc3ee705764,Maharashtra,Android,Settings,1,Easy to Use,31,0
71c66b1f-ca78-434c-89e6-027fcde1321d,Delhi,Android,Profile,5,Easy to Use,80,0
0a8df9b4-6764-4aaf-aeb1-c0d9b0d63a73,Uttar Pradesh,Android,Notifications,2,Easy to Use,346,0
44bf30cc-3153-4edc-b2ef-9b703c307745,Uttar Pradesh,Android,Search,2,Great UI,563,0
3e741894-a3f7-43d6-860f-fbb211e48faf,Maharashtra,Android,Home,2,Slow Loading,376,0
d9c10eef-0b4e-4bbf-87f1-3205ccd2e34b,Maharashtra,iOS,Home,2,Buggy,63,0
ec383fb5-496c-49ec-a1a9-1ff101945d98,Tamil Nadu,Android,Home,4,Helpful,380,0
16834d57-c4bd-4895-8ebc-fb33d38187bc,Karnataka,iOS,Notifications,2,Slow Loading,543,0
c53bcb13-8202-4f19-9959-26e49bec2522,Karnataka,Android,Settings,4,Confusing,120,0
29acee3e-5577-42bb-8149-5874da62db07,Tamil Nadu,Android,Home,3,Great UI,77,0
6544f4b4-c33f-459d-9f23-ff76a5aa4080,Uttar Pradesh,iOS,Settings,5,Buggy,474,0
ed86c9e2-26c6-49c5-92c7-28b5106d6b5b,Tamil Nadu,Android,Home,5,Easy to Use,450,0
4bda3da3-03e1-4832-8c75-bfa93421739b,Maharashtra,iOS,Search,4,Confusing,435,0
3e340b86-2136-44f5-ad08-82734960a5a1,Delhi,iOS,Search,3,Feature-Rich,166,0
dbc3b04a-e78d-4c56-ac61-a9e4b0e35e60,Tamil Nadu,Android,Home,1,Crash,452,0
2235b262-a78a-4f8b-890f-1a0b9d66866f,Delhi,Android,Notifications,1,Feature-Rich,135,0
7b3bf1b5-a432-4284-96fb-c781916ed974,Tamil Nadu,Android,Search,5,Buggy,370,0
eafb8680-edac-4f45-9aea-6bb8eaf52496,Uttar Pradesh,Android,Profile,4,Easy to Use,120,0
5c3880c5-4c3f-4a93-8fee-67a1104d78b3,Uttar Pradesh,iOS,Home,3,Easy to Use,449,0
a1e15d05-8c39-466a-95e2-da36db42ddbb,Uttar Pradesh,Android,Notifications,3,Slow Loading,194,0
ffea03bb-4fd2-4122-af89-253d4e01ba94,Delhi,iOS,Search,1,Great UI,156,0
981cfeb2-405c-47c7-979e-5d2ec42d38b2,Tamil Nadu,Android,Profile,1,Crash,553,0
f5a3084a-d992-4e91-979a-511529a6a23d,Tamil Nadu,iOS,Search,2,Feature-Rich,329,0
ea6a1353-ee9d-4ce8-8c3b-5e211d42c370,Uttar Pradesh,Android,Home,2,Great UI,60,0
8232d2fa-b1f0-47de-b7ef-116a900af308,Delhi,iOS,Settings,4,Helpful,434,0
e3e716f3-9cea-4f1e-b244-7f061ad93a07,Uttar Pradesh,Android,Search,4,Crash,300,0
91041375-93e8-4e2f-9196-b7084b535ac8,Uttar Pradesh,iOS,Notifications,3,Slow Loading,235,0
3d881cc2-380f-4fbe-a8ae-e58d4ed90b25,Uttar Pradesh,Android,Home,2,Buggy,226,0
d825e789-cb9b-4c6a-a504-df664d50a8ec,Delhi,iOS,Search,1,Slow Loading,519,0
77cb2d3f-959f-468b-80a6-ba2f9dea74cf,Maharashtra,Android,Settings,5,Easy to Use,522,0
218e4579-59a3-47e5-a4ed-81803f7c975d,Delhi,Android,Settings,1,Confusing,29,0
8822477b-c034-4d69-aed8-f118cfa67f2c,Karnataka,iOS,Notifications,4,Confusing,437,0
6acf1f4a-2d55-4b27-a2ca-2f177ed01a6c,Tamil Nadu,Android,Search,2,Helpful,380,0
33efcfab-1907-43e1-ac9e-ef990cf31826,Karnataka,Android,Settings,5,Confusing,546,0
c66f10bd-dad7-48b1-8f2f-6e194380eb3a,Delhi,iOS,Profile,3,Great UI,88,0
a0bb8ed4-d29d-4033-90a3-b4d5c9f30116,Karnataka,Android,Search,3,Great UI,251,0
09e8a1e6-651f-4a1b-8e1c-1b195852fa8c,Delhi,Android,Profile,5,Great UI,87,0
9c7be279-92e3-4cdd-a6e8-8bf70c3ade71,Tamil Nadu,iOS,Notifications,5,Helpful,588,0
a1640504-3a85-47e8-9081-c83f6b31788c,Uttar Pradesh,iOS,Search,2,Helpful,79,0
c31f3aa3-b4ea-4683-acb3-8fdf3884b136,Delhi,iOS,Notifications,1,Feature-Rich,529,0
29c64118-727d-4cd6-99e8-0e01b2e915ba,Tamil Nadu,iOS,Home,1,Feature-Rich,303,0
3638ffb6-7901-4da6-b816-6ad11e154349,Karnataka,iOS,Settings,5,Slow Loading,470,1
17ccfcde-fc92-4429-a5c5-596b51c220d3,Uttar Pradesh,Android,Search,5,Helpful,523,0
8fbd97f8-00b4-4829-940e-85bec7258783,Karnataka,iOS,Home,3,Crash,526,0
9ac05007-1bf8-4826-9d0e-51ed7efe3215,Karnataka,Android,Settings,4,Great UI,382,0
40fe6e38-45d2-4af4-81a6-2dd2a28c0d23,Delhi,iOS,Settings,3,Slow Loading,352,0
af3d4307-8e92-49dd-a9b7-b375448c90f1,Karnataka,iOS,Search,3,Great UI,351,0
d769a001-4396-42d1-8ecd-d5dc02464687,Maharashtra,iOS,Search,4,Great UI,96,0
fccf386c-a78d-431c-adfd-56574b3b0ded,Tamil Nadu,iOS,Profile,5,Crash,443,0
988464ce-c213-48d9-8cda-fd26db095d55,Karnataka,iOS,Search,2,Easy to Use,359,1
0ee03943-b030-4e58-baaa-56838e91c65d,Tamil Nadu,Android,Profile,2,Great UI,89,0
c09e420c-80fc-4f3b-8281-a9ab8f7a002e,Karnataka,Android,Search,5,Great UI,395,0
665990fc-8027-4bdf-9999-e8350ac0aab1,Maharashtra,Android,Settings,1,Confusing,383,0
c4b525e3-e2eb-454a-95f8-207ae423a755,Maharashtra,iOS,Notifications,3,Helpful,249,0
10371838-9718-4ea8-8c04-a9d70379833e,Delhi,iOS,Profile,3,Helpful,482,0
e712d096-8924-46df-8e25-02c746f3edd4,Tamil Nadu,iOS,Profile,2,Great UI,266,0
481f5444-42d9-4a55-b234-13af28c88382,Tamil Nadu,iOS,Notifications,1,Crash,301,0
acca381e-e64b-4b1e-a5b8-c2e54dca3b53,Maharashtra,iOS,Settings,5,Great UI,457,0
701c7e8b-ba58-4652-8462-0207d1fbb7c1,Maharashtra,iOS,Search,1,Confusing,64,0
c07f245d-d848-478a-9200-cdec7f98bb26,Delhi,Android,Settings,1,Feature-Rich,239,0
ce05eacb-8ddd-4a0e-a9d6-0455f2b0a832,Karnataka,iOS,Profile,2,Slow Loading,303,1
014c313f-0c56-42e1-b73e-48467c66e548,Tamil Nadu,Android,Settings,4,Slow Loading,91,0
f200f72d-8d45-442f-a983-750270629d50,Maharashtra,Android,Notifications,5,Confusing,123,0
fa7052ed-5fcd-424e-9e11-f72e9f46a0bf,Maharashtra,iOS,Home,1,Easy to Use,439,0
ac331467-d450-4279-904c-777331abe70c,Uttar Pradesh,iOS,Home,1,Helpful,558,0
1cc35734-4a13-471d-b4a3-c9eab8fece76,Uttar Pradesh,Android,Profile,3,Confusing,11,0
161d5b7e-2db1-4892-a1dd-5f4256514f1a,Maharashtra,iOS,Profile,1,Feature-Rich,79,1
6bbb42ba-2ab9-4c54-8def-52a43059b143,Uttar Pradesh,Android,Settings,4,Slow Loading,406,1
74f16aa9-72c8-4d35-b288-ae008ce63035,Delhi,Android,Search,1,Feature-Rich,256,0
9d430ae8-51ae-4d79-9bcb-2d60e654081c,Karnataka,iOS,Profile,1,Feature-Rich,569,0
615fbf65-3e9e-4f4b-8f52-0abb40eb773b,Maharashtra,iOS,Settings,2,Great UI,74,0
2b5d0bb0-8892-4880-814d-365ab17c4075,Tamil Nadu,Android,Search,2,Slow Loading,214,0
b90e31c3-3d4c-4ba9-bcf0-716e52fb2dce,Delhi,iOS,Notifications,4,Helpful,269,0
d5039b84-2e56-4fb2-972d-ffbcd0362dde,Maharashtra,iOS,Search,1,Feature-Rich,289,0
dcdcfadd-89f3-466c-8bff-12baca37c310,Delhi,iOS,Settings,4,Confusing,357,1
18c9d06a-dd34-4bf5-b3b4-a7fbf81ba09d,Tamil Nadu,iOS,Search,5,Buggy,94,0
489a928f-8e17-4995-9ce7-5bd4791ef426,Karnataka,iOS,Notifications,2,Buggy,338,0
968c6619-5fe8-4e21-b176-47d61cb3f1fe,Delhi,iOS,Search,4,Confusing,180,0
80b682f1-be06-4e0b-807e-40d7e9ad5b97,Delhi,iOS,Home,3,Confusing,291,0
bdda1c75-7839-4de3-86c7-6ba36320f95c,Karnataka,Android,Settings,3,Great UI,41,0
19f26880-6b88-4c23-beed-a907371df64d,Uttar Pradesh,iOS,Home,2,Crash,251,0
51a49f31-a8c4-488d-a013-70ab92c09cdb,Delhi,iOS,Settings,5,Slow Loading,167,0
f3583bad-ce2d-483c-8253-2597d6f5301b,Delhi,iOS,Settings,1,Great UI,552,0
4591e6d1-77a9-4320-a9ca-b289cae246a6,Delhi,iOS,Profile,1,Slow Loading,200,0
f6b40f36-eb73-4219-86a7-ff3a75e6b516,Tamil Nadu,Android,Search,3,Helpful,229,1
4c7f742f-0795-4db4-80da-d5f018a37939,Delhi,iOS,Profile,1,Great UI,85,0
9bc9e7fe-46a9-4ed2-a36f-6ea75cbb091d,Tamil Nadu,Android,Search,3,Crash,573,0
34c5a0db-1fed-40c2-a486-d759df115e69,Delhi,Android,Profile,3,Easy to Use,134,1
c3adfd67-05c3-4c0c-ba4d-420a121fedd8,Maharashtra,Android,Settings,1,Feature-Rich,577,0
cda0dedf-8900-49db-a12e-f6cb1bed5526,Tamil Nadu,Android,Notifications,1,Crash,326,0
cf9eca22-1991-46a3-a72a-2197cd1f37da,Tamil Nadu,iOS,Settings,5,Crash,138,1
fbf3435e-49f7-43ad-a84a-ee3dddbc1820,Karnataka,iOS,Settings,5,Feature-Rich,141,0
47fc478f-548a-484a-85d9-b990ba2b6a0d,Uttar Pradesh,Android,Profile,4,Slow Loading,137,0
9230df84-d479-4ca6-93d1-78322eb276ac,Delhi,Android,Profile,3,Easy to Use,364,1
547a1c66-9e98-4fb2-afb1-9400f8501691,Uttar Pradesh,iOS,Home,3,Easy to Use,574,0
e851f2e3-f662-42a3-b22b-fff7eb146ca3,Delhi,Android,Notifications,2,Great UI,185,0
d04dd80a-68d2-4a6c-be6f-beaf4b34ff39,Uttar Pradesh,iOS,Notifications,1,Slow Loading,93,0
bc021ea3-10c6-4f50-bff2-2b3a7e33cd8e,Uttar Pradesh,iOS,Profile,5,Confusing,41,0
686b34ce-ac1f-428c-8301-eb87f20fdadb,Uttar Pradesh,iOS,Search,4,Easy to Use,425,0
